position,batsman_name,batsman_id,how_out,fielder_name,fielder_id,bowler_name,bowler_id,runs,fours,sixes,balls,team_name,team_id,opposition_name,opposition_id,innings,match_id,not_out,initial_name
7,Iain Martin,5146796,ct,Wayne Davies,4446838,Jamie Valentine,4524064,5,1,0,29,Berkhamsted CC - Saturday 4th XI,76555,Ley Hill CC - 2nd XI,119465,1,6804661,0.0,I Martin
10,Charlie Ward,4371511,not out,,,,,5,0,0,40,Flitwick CC - 3rd XI,20669,Ley Hill CC - 1st XI,54824,1,6803476,1.0,C Ward
10,Kabir Rab,4943870,ct,Rishy M,5340615,I Hirst,,4,1,0,4,Ley Hill CC - Sunday 1st XI,216373,Soho Cricket Collective - Friendly XI,207493,1,7074449,0.0,K Rab
10,Alastair Gerrard,6240991,b,,,Jamie Valentine,4524064,4,1,0,4,Berkhamsted CC - Saturday 4th XI,76555,Ley Hill CC - 2nd XI,119465,1,6804661,0.0,A Gerrard
11,J Savitt,,ct,Joe Foster,6010486,Joe Foster,6010486,4,0,0,7,Soho Cricket Collective - Friendly XI,207493,Ley Hill CC - Sunday 1st XI,216373,2,7074449,0.0,J Savitt
4,Michael Bodo,41185,ct,Yusuf Khan,4940735,Scott Peterson,5483704,4,1,0,7,Flitwick CC - 3rd XI,20669,Ley Hill CC - 1st XI,54824,1,6803476,0.0,M Bodo
3,Peter Drury,6240861,lbw,,,Jon Humphreys,4944051,4,0,0,8,Berkhamsted CC - Saturday 4th XI,76555,Ley Hill CC - 2nd XI,119465,1,6804661,0.0,P Drury
3,Max Lee,1809919,ct,Harry Chan,5190613,Richard Peareth,5335234,4,0,0,9,Ley Hill CC - 1st XI,54824,Ickleford CC - 2nd XI,58647,1,6803474,0.0,M Lee
4,D Hayes,3644651,ct,Alastair Rowe,4952492,Edward Pike,6676091,4,1,0,9,Chelsea Nomads CC - 1st XI,196012,Ley Hill CC - Sunday 1st XI,216373,2,7074454,0.0,D Hayes
1,Craig Peterson,3858366,b,,,Adam Gundy,5900485,4,0,0,16,Ley Hill CC - 1st XI,54824,Watton-at-Stone CC - 1st XI,159131,1,6803484,0.0,C Peterson
4,Ryan Ansell,5801617,ct,Callum Wilson,5497375,Chris Morris,3846114,4,0,0,17,Watton-at-Stone CC - 1st XI,159131,Ley Hill CC - 1st XI,54824,2,6803484,0.0,R Ansell
7,Sam Martin,4976658,not out,,,,,4,0,0,34,Ley Hill CC - 2nd XI,119465,Berkhamsted CC - Saturday 4th XI,76555,2,6804661,1.0,S Martin
7,Louis Stokhuyzen,5786358,b,,,James Lagdon,4576697,3,0,0,0,Harpenden CC - 6th XI,116317,Ley Hill CC - 2nd XI,119465,1,6804665,0.0,L Stokhuyzen
7,Luke Bell,4399956,b,,,Unsure,,3,0,0,0,Ley Hill CC - 1st XI,54824,Shenley Village CC - 3rd XI,66192,1,6803489,0.0,L Bell
2,Alex Mahan,5597952,ct,Unsure,,Jamie Valentine,4524064,3,0,0,7,Chesham Bois CC - Friendly XI,39794,Ley Hill CC - Sunday 1st XI,216373,2,7074453,0.0,A Mahan
9,J Todd,,not out,,,,,3,0,0,11,Soho Cricket Collective - Friendly XI,207493,Ley Hill CC - Sunday 1st XI,216373,2,7074449,1.0,J Todd
10,Leo Chan,5299621,ct,Chris Morris,3846114,Raheel Khan,5402781,3,0,0,13,Ickleford CC - 2nd XI,58647,Ley Hill CC - 1st XI,54824,2,6803474,0.0,L Chan
1,Jonathan Bentvelzen,6234272,lbw,,,Jon Humphreys,4944051,2,0,0,0,"Northwood Town CC, Middlesex - 4th XI",277347,Ley Hill CC - 2nd XI,119465,2,6804656,0.0,J Bentvelzen
8,Ted Sussum,4951412,ct,Adam Ross,5442945,Mark Schumann,15786,2,0,0,4,Ley Hill CC - 1st XI,54824,Ickleford CC - 2nd XI,58647,1,6803474,0.0,T Sussum
11,Freddie Ventham,5552337,not out,,,,,2,0,0,4,Ley Hill CC - Sunday 1st XI,216373,Chesham Bois CC - Friendly XI,39794,1,7074453,1.0,F Ventham
6,Sam Martin,4976658,b,,,Mohamed Asran Ameen,5104857,2,0,0,4,Ley Hill CC - 2nd XI,119465,West Herts CC - 6th XI,302557,2,6804671,0.0,S Martin
4,Lewis Thompson,1000955,b,,,Jason Twist,5158958,2,0,0,6,Ley Hill CC - 1st XI,54824,Flitwick CC - 3rd XI,20669,2,6803476,0.0,L Thompson
7,Gabriel Maguire,5327163,ct,Yusuf Khan,4940735,Scott Peterson,5483704,2,0,0,8,Flitwick CC - 3rd XI,20669,Ley Hill CC - 1st XI,54824,1,6803476,0.0,G Maguire
2,Russell Dermont,5626091,b,,,Ted Sussum,4951412,2,0,0,9,Ickleford CC - 2nd XI,58647,Ley Hill CC - 1st XI,54824,2,6803474,0.0,R Dermont
8,Anirudh Menon,6595137,b,,,Joe Yerrell,6044911,2,0,0,9,Ickleford CC - 2nd XI,58647,Ley Hill CC - 1st XI,54824,2,6803474,0.0,A Menon
8,Freddie Ventham,5552337,b,,,J Todd,,2,0,0,10,Ley Hill CC - Sunday 1st XI,216373,Soho Cricket Collective - Friendly XI,207493,1,7074449,0.0,F Ventham
4,Alastair Rowe,4952492,ct,Rishy M,5340615,Dan March,4733831,2,0,0,12,Ley Hill CC - Sunday 1st XI,216373,Soho Cricket Collective - Friendly XI,207493,1,7074449,0.0,A Rowe
3,Richard Peareth,5335234,ct,Yusuf Khan,4940735,Chris Morris,3846114,2,0,0,12,Ickleford CC - 2nd XI,58647,Ley Hill CC - 1st XI,54824,2,6803474,0.0,R Peareth
2,Jon Lown,5902299,ct,Unsure,,Vaibhav X,,2,0,0,12,Ley Hill CC - Sunday 1st XI,216373,Chesham Bois CC - Friendly XI,39794,1,7074453,0.0,J Lown
1,Ollie Ellis-Holmes,5924554,b,,,Ted Sussum,4951412,2,0,0,13,Ickleford CC - 2nd XI,58647,Ley Hill CC - 1st XI,54824,2,6803474,0.0,O Ellis-Holmes
7,Andy Ensum,6468790,ct,Raheel Khan,5402781,Jonny Carpenter,5516200,2,0,0,24,Watton-at-Stone CC - 1st XI,159131,Ley Hill CC - 1st XI,54824,2,6803484,0.0,A Ensum
7,Abdul Firfire,6259793,not out,,,,,1,0,0,0,"Northwood Town CC, Middlesex - 4th XI",277347,Ley Hill CC - 2nd XI,119465,2,6804656,1.0,A Firfire
9,Albert Stokhuyzen,5776279,not out,,,,,1,0,0,0,Harpenden CC - 6th XI,116317,Ley Hill CC - 2nd XI,119465,1,6804665,1.0,A Stokhuyzen
10,Joe Yerrell,6044911,not out,,,,,1,0,0,0,Ley Hill CC - 1st XI,54824,Shenley Village CC - 3rd XI,66192,1,6803489,1.0,J Yerrell
2,R Jefferies,3982327,ct,Yusuf Khan,4940735,Luke Bell,4399956,1,0,0,2,Chelsea Nomads CC - 1st XI,196012,Ley Hill CC - Sunday 1st XI,216373,2,7074454,0.0,R Jefferies
7,H Patel,6682061,ct,Ted Sussum,4951412,Kabir Rab,4943870,1,0,0,2,Goodwill Wanderers CC - Friendly XI,192284,Ley Hill CC - Sunday 1st XI,216373,2,7074455,0.0,H Patel
6,Justin Hutchins,3570739,ct,Charlie Ward,4371511,Charlie Ward,4371511,1,0,0,3,Ley Hill CC - 1st XI,54824,Flitwick CC - 3rd XI,20669,2,6803476,0.0,J Hutchins
6,Geoffrey Sussum,4951380,lbw,,,Uma Saraswat,5597955,1,0,0,3,Ley Hill CC - Sunday 1st XI,216373,Chesham Bois CC - Friendly XI,39794,1,7074453,0.0,G Sussum
5,Alex Jackson,6057697,b,,,M Price,,1,0,0,4,Ley Hill CC - Sunday 1st XI,216373,Soho Cricket Collective - Friendly XI,207493,1,7074449,0.0,A Jackson
9,Ross Davies,6439833,hit wicket,,,Kamil Pervaiz,5270890,1,0,0,5,Ley Hill CC - 2nd XI,119465,West Herts CC - 6th XI,302557,2,6804671,0.0,R Davies
10,Simba Mika,4744607,b,,,Sajid Mahmood,6280079,1,0,0,6,Ley Hill CC - 2nd XI,119465,West Herts CC - 6th XI,302557,2,6804671,0.0,S Mika
2,Geoffrey Sussum,4951380,b,,,Charlie Sherling,5795720,1,0,0,9,Ley Hill CC - 2nd XI,119465,Berkhamsted CC - Saturday 4th XI,76555,2,6804661,0.0,G Sussum
5,Lewis Thompson,1000955,ct,Unsure,,David Kiddie,5582719,1,0,0,10,Ley Hill CC - 1st XI,54824,Watton-at-Stone CC - 1st XI,159131,1,6803484,0.0,L Thompson
9,Thomas Broughton,6595168,ct,Rob Leybourne,5363547,Raheel Khan,5402781,1,0,0,11,Ickleford CC - 2nd XI,58647,Ley Hill CC - 1st XI,54824,2,6803474,0.0,T Broughton
6,Callum Wilson,5497375,lbw,,,Ben Connolly,5894400,1,0,0,11,Ley Hill CC - 1st XI,54824,Watton-at-Stone CC - 1st XI,159131,1,6803484,0.0,C Wilson
6,Imran X,,ct,Unsure,,Jamie Valentine,4524064,1,0,0,12,Chesham Bois CC - Friendly XI,39794,Ley Hill CC - Sunday 1st XI,216373,2,7074453,0.0,I X
12,J Todd,6300292,did not bat,,,,,0,0,0,0,Soho Cricket Collective - Friendly XI,207493,Ley Hill CC - Sunday 1st XI,216373,2,7074449,1.0,J Todd
4,Kabir Rab,4943870,did not bat,,,,,0,0,0,0,Ley Hill CC - 2nd XI,119465,"Northwood Town CC, Middlesex - 4th XI",277347,1,6804656,1.0,K Rab
6,Alastair Rowe,4952492,did not bat,,,,,0,0,0,0,Ley Hill CC - 2nd XI,119465,"Northwood Town CC, Middlesex - 4th XI",277347,1,6804656,1.0,A Rowe
8,Dave Gwynn-Costello,6227856,did not bat,,,,,0,0,0,0,Ley Hill CC - 2nd XI,119465,"Northwood Town CC, Middlesex - 4th XI",277347,1,6804656,1.0,D Gwynn-Costello
9,Stuart Maddock,4299349,did not bat,,,,,0,0,0,0,Ley Hill CC - 2nd XI,119465,"Northwood Town CC, Middlesex - 4th XI",277347,1,6804656,1.0,S Maddock
4,Dhaval Shah,6210157,did not bat,,,,,0,0,0,0,"Northwood Town CC, Middlesex - 4th XI",277347,Ley Hill CC - 2nd XI,119465,2,6804656,1.0,D Shah
6,Vishal Sadhwani,6648764,b,,,Viral Bhavsar,5974971,0,0,0,0,"Northwood Town CC, Middlesex - 4th XI",277347,Ley Hill CC - 2nd XI,119465,2,6804656,0.0,V Sadhwani
8,Stanley Babukutty,6210378,did not bat,,,,,0,0,0,0,"Northwood Town CC, Middlesex - 4th XI",277347,Ley Hill CC - 2nd XI,119465,2,6804656,1.0,S Babukutty
9,Deepak Amriwala,6605768,did not bat,,,,,0,0,0,0,"Northwood Town CC, Middlesex - 4th XI",277347,Ley Hill CC - 2nd XI,119465,2,6804656,1.0,D Amriwala
10,Jaysal Patel,6251459,did not bat,,,,,0,0,0,0,"Northwood Town CC, Middlesex - 4th XI",277347,Ley Hill CC - 2nd XI,119465,2,6804656,1.0,J Patel
11,Panash Vyas,6251557,did not bat,,,,,0,0,0,0,"Northwood Town CC, Middlesex - 4th XI",277347,Ley Hill CC - 2nd XI,119465,2,6804656,1.0,P Vyas
9,Craig Ottaway,5499462,did not bat,,,,,0,0,0,0,Ley Hill CC - 1st XI,54824,Flitwick CC - 3rd XI,20669,2,6803476,1.0,C Ottaway
10,Scott Peterson,5483704,did not bat,,,,,0,0,0,0,Ley Hill CC - 1st XI,54824,Flitwick CC - 3rd XI,20669,2,6803476,1.0,S Peterson
11,Joe Yerrell,6044911,did not bat,,,,,0,0,0,0,Ley Hill CC - 1st XI,54824,Flitwick CC - 3rd XI,20669,2,6803476,1.0,J Yerrell
9,Toby Webster,5100360,did not bat,,,,,0,0,0,0,Ley Hill CC - 2nd XI,119465,Berkhamsted CC - Saturday 4th XI,76555,2,6804661,1.0,T Webster
10,Dave Gwynn-Costello,6227856,did not bat,,,,,0,0,0,0,Ley Hill CC - 2nd XI,119465,Berkhamsted CC - Saturday 4th XI,76555,2,6804661,1.0,D Gwynn-Costello
11,Viral Bhavsar,5974971,did not bat,,,,,0,0,0,0,Ley Hill CC - 2nd XI,119465,Berkhamsted CC - Saturday 4th XI,76555,2,6804661,1.0,V Bhavsar
5,Chris Arnold,5586337,ct,Luke Bell,4399956,James Lagdon,4576697,0,0,0,0,Harpenden CC - 6th XI,116317,Ley Hill CC - 2nd XI,119465,1,6804665,0.0,C Arnold
10,Unsure,,did not bat,,,,,0,0,0,0,Harpenden CC - 6th XI,116317,Ley Hill CC - 2nd XI,119465,1,6804665,1.0,Unsure
11,Unsure,,did not bat,,,,,0,0,0,0,Harpenden CC - 6th XI,116317,Ley Hill CC - 2nd XI,119465,1,6804665,1.0,Unsure
9,Freddie Ventham,5552337,did not bat,,,,,0,0,0,0,Ley Hill CC - Sunday 1st XI,216373,Chelsea Nomads CC - 1st XI,196012,1,7074454,1.0,F Ventham
10,Luke Bell,4399956,did not bat,,,,,0,0,0,0,Ley Hill CC - Sunday 1st XI,216373,Chelsea Nomads CC - 1st XI,196012,1,7074454,1.0,L Bell
11,Paul Green,1101452,did not bat,,,,,0,0,0,0,Ley Hill CC - Sunday 1st XI,216373,Chelsea Nomads CC - 1st XI,196012,1,7074454,1.0,P Green
11,Asad Javeed,5128485,did not bat,,,,,0,0,0,0,Chelsea Nomads CC - 1st XI,196012,Ley Hill CC - Sunday 1st XI,216373,2,7074454,1.0,A Javeed
11,Freddie Ventham,5552337,did not bat,,,,,0,0,0,0,Ley Hill CC - 1st XI,54824,Shenley Village CC - 3rd XI,66192,1,6803489,1.0,F Ventham
1,William Poynton,6004465,ct,Yusuf Khan,4940735,Craig Ottaway,5499462,0,0,0,0,Shenley Village CC - 3rd XI,66192,Ley Hill CC - 1st XI,54824,2,6803489,0.0,W Poynton
2,Vinay Kandula,6674711,ct,Luke Bell,4399956,Scott Peterson,5483704,0,0,0,0,Shenley Village CC - 3rd XI,66192,Ley Hill CC - 1st XI,54824,2,6803489,0.0,V Kandula
3,Ahren Dodhia,5433704,ct,Raheel Khan,5402781,Craig Ottaway,5499462,0,0,0,0,Shenley Village CC - 3rd XI,66192,Ley Hill CC - 1st XI,54824,2,6803489,0.0,A Dodhia
4,Jaymin Borkhatria,3727759,b,,,Craig Ottaway,5499462,0,0,0,0,Shenley Village CC - 3rd XI,66192,Ley Hill CC - 1st XI,54824,2,6803489,0.0,J Borkhatria
5,Chetan Borkhatria,1766307,b,,,Scott Peterson,5483704,0,0,0,0,Shenley Village CC - 3rd XI,66192,Ley Hill CC - 1st XI,54824,2,6803489,0.0,C Borkhatria
6,Ben Caplan,6233367,b,,,Scott Peterson,5483704,0,0,0,0,Shenley Village CC - 3rd XI,66192,Ley Hill CC - 1st XI,54824,2,6803489,0.0,B Caplan
7,Ciaran Woodcock,5029510,not out,,,,,0,0,0,0,Shenley Village CC - 3rd XI,66192,Ley Hill CC - 1st XI,54824,2,6803489,1.0,C Woodcock
8,Oliver Andrews,451346,ct,Raheel Khan,5402781,Scott Peterson,5483704,0,0,0,0,Shenley Village CC - 3rd XI,66192,Ley Hill CC - 1st XI,54824,2,6803489,0.0,O Andrews
9,Arkansh Pandey,5789317,ct,Max Lee,1809919,Craig Ottaway,5499462,0,0,0,0,Shenley Village CC - 3rd XI,66192,Ley Hill CC - 1st XI,54824,2,6803489,0.0,A Pandey
10,Michael Snow,4527056,ct,Rob Leybourne,5363547,Scott Peterson,5483704,0,0,0,0,Shenley Village CC - 3rd XI,66192,Ley Hill CC - 1st XI,54824,2,6803489,0.0,M Snow
11,Pratham Gowda,6193970,ct,Yusuf Khan,4940735,Joe Yerrell,6044911,0,0,0,0,Shenley Village CC - 3rd XI,66192,Ley Hill CC - 1st XI,54824,2,6803489,0.0,P Gowda
11,Muhammad Ismail,5825353,did not bat,,,,,0,0,0,0,West Herts CC - 6th XI,302557,Ley Hill CC - 2nd XI,119465,1,6804671,1.0,M Ismail
8,Geoffrey Sussum,4951380,did not bat,,,,,0,0,0,0,Ley Hill CC - Sunday 1st XI,216373,Goodwill Wanderers CC - Friendly XI,192284,1,7074455,1.0,G Sussum
9,Iain Stewart,5852381,did not bat,,,,,0,0,0,0,Ley Hill CC - Sunday 1st XI,216373,Goodwill Wanderers CC - Friendly XI,192284,1,7074455,1.0,I Stewart
10,Kabir Rab,4943870,did not bat,,,,,0,0,0,0,Ley Hill CC - Sunday 1st XI,216373,Goodwill Wanderers CC - Friendly XI,192284,1,7074455,1.0,K Rab
11,Joe Foster,6010486,did not bat,,,,,0,0,0,0,Ley Hill CC - Sunday 1st XI,216373,Goodwill Wanderers CC - Friendly XI,192284,1,7074455,1.0,J Foster
3,Ted Sussum,4951412,lbw,,,M Price,,0,0,0,1,Ley Hill CC - Sunday 1st XI,216373,Soho Cricket Collective - Friendly XI,207493,1,7074449,0.0,T Sussum
11,J O'Brien,,lbw,,,Joe Yerrell,6044911,0,0,0,1,Chesham Bois CC - Friendly XI,39794,Ley Hill CC - Sunday 1st XI,216373,2,7074453,0.0,J O'Brien
8,Ben Woodbridge,1686030,b,,,David Kiddie,5582719,0,0,0,1,Ley Hill CC - 1st XI,54824,Watton-at-Stone CC - 1st XI,159131,1,6803484,0.0,B Woodbridge
6,- Dar,6660034,ct,Joe Foster,6010486,Joe Foster,6010486,0,0,0,1,Goodwill Wanderers CC - Friendly XI,192284,Ley Hill CC - Sunday 1st XI,216373,2,7074455,0.0,- Dar
9,Charlie Sussum,6227859,b,,,J Todd,,0,0,0,2,Ley Hill CC - Sunday 1st XI,216373,Soho Cricket Collective - Friendly XI,207493,1,7074449,0.0,C Sussum
3,A Todd,6421546,ct,Alastair Rowe,4952492,Kabir Rab,4943870,0,0,0,2,Soho Cricket Collective - Friendly XI,207493,Ley Hill CC - Sunday 1st XI,216373,2,7074449,0.0,A Todd
4,Charlie Sherling,5795720,b,,,Jon Humphreys,4944051,0,0,0,2,Berkhamsted CC - Saturday 4th XI,76555,Ley Hill CC - 2nd XI,119465,1,6804661,0.0,C Sherling
10,Joe Foster,6010486,b,,,Imran X,,0,0,0,2,Ley Hill CC - Sunday 1st XI,216373,Chesham Bois CC - Friendly XI,39794,1,7074453,0.0,J Foster
3,Bradley Williams,4548,b,,,Ted Sussum,4951412,0,0,0,2,Watton-at-Stone CC - 1st XI,159131,Ley Hill CC - 1st XI,54824,2,6803484,0.0,B Williams
9,Dhruv Singh,6176279,ct,Simba Mika,4744607,Viral Bhavsar,5974971,0,0,0,2,West Herts CC - 6th XI,302557,Ley Hill CC - 2nd XI,119465,1,6804671,0.0,D Singh
1,N Afsar,5619299,b,,,Geoffrey Sussum,4951380,0,0,0,2,Goodwill Wanderers CC - Friendly XI,192284,Ley Hill CC - Sunday 1st XI,216373,2,7074455,0.0,N Afsar
2,I Dell,,b,,,Kabir Rab,4943870,0,0,0,3,Soho Cricket Collective - Friendly XI,207493,Ley Hill CC - Sunday 1st XI,216373,2,7074449,0.0,I Dell
6,I Hirst,,b,,,Charlie Sussum,6227859,0,0,0,3,Soho Cricket Collective - Friendly XI,207493,Ley Hill CC - Sunday 1st XI,216373,2,7074449,0.0,I Hirst
11,Freddie Ventham,5552337,ct,James Dermont,5891019,Scot Crouch,852198,0,0,0,3,Ley Hill CC - 1st XI,54824,Ickleford CC - 2nd XI,58647,1,6803474,0.0,F Ventham
11,Ian Moxon-Booth,71507,b,,,Raheel Khan,5402781,0,0,0,3,Flitwick CC - 3rd XI,20669,Ley Hill CC - 1st XI,54824,1,6803476,0.0,I Moxon-Booth
2,Woody Pinnock,6265298,ct,Alastair Rowe,4952492,Jon Humphreys,4944051,0,0,0,3,Berkhamsted CC - Saturday 4th XI,76555,Ley Hill CC - 2nd XI,119465,1,6804661,0.0,W Pinnock
9,Atiksh X,,ct,Unsure,,Ted Sussum,4951412,0,0,0,3,Chesham Bois CC - Friendly XI,39794,Ley Hill CC - Sunday 1st XI,216373,2,7074453,0.0,A X
5,Rob Atkin,3904276,b,,,Ted Sussum,4951412,0,0,0,3,Watton-at-Stone CC - 1st XI,159131,Ley Hill CC - 1st XI,54824,2,6803484,0.0,R Atkin
11,Callum O'Flynn,6188889,not out,,,,,0,0,0,3,Watton-at-Stone CC - 1st XI,159131,Ley Hill CC - 1st XI,54824,2,6803484,1.0,C O'Flynn
7,Iain Stewart,5852381,ct,Unsure,,Uma Saraswat,5597955,0,0,0,4,Ley Hill CC - Sunday 1st XI,216373,Chesham Bois CC - Friendly XI,39794,1,7074453,0.0,I Stewart
9,S Patel,6373508,ct,Yusuf Khan,4940735,Joe Foster,6010486,0,0,0,4,Goodwill Wanderers CC - Friendly XI,192284,Ley Hill CC - Sunday 1st XI,216373,2,7074455,0.0,S Patel
5,J Hirst,,b,,,Ted Sussum,4951412,0,0,0,5,Soho Cricket Collective - Friendly XI,207493,Ley Hill CC - Sunday 1st XI,216373,2,7074449,0.0,J Hirst
8,Tom Branigan,6188762,ct,Yusuf Khan,4940735,Craig Peterson,3858366,0,0,0,5,Watton-at-Stone CC - 1st XI,159131,Ley Hill CC - 1st XI,54824,2,6803484,0.0,T Branigan
11,Paul Green,1101452,b,,,I Hirst,,0,0,0,6,Ley Hill CC - Sunday 1st XI,216373,Soho Cricket Collective - Friendly XI,207493,1,7074449,0.0,P Green
5,Jon Humphreys,4944051,ct,Mohammed Khayam,4992169,Muhammad Rafiq,6212842,0,0,0,6,Ley Hill CC - 2nd XI,119465,West Herts CC - 6th XI,302557,2,6804671,0.0,J Humphreys
7,Vinoth X,,ct,Unsure,,Jamie Valentine,4524064,0,0,0,7,Chesham Bois CC - Friendly XI,39794,Ley Hill CC - Sunday 1st XI,216373,2,7074453,0.0,V X
3,Geoffrey Sussum,4951380,ct,Mohammed Khayam,4992169,Sajid Mahmood,6280079,0,0,0,8,Ley Hill CC - 2nd XI,119465,West Herts CC - 6th XI,302557,2,6804671,0.0,G Sussum
11,Dave Gwynn-Costello,6227856,not out,,,,,0,0,0,8,Ley Hill CC - 2nd XI,119465,West Herts CC - 6th XI,302557,2,6804671,1.0,D Gwynn-Costello
8,Rikin Patel,,b,,,Kabir Rab,4943870,0,0,0,8,Goodwill Wanderers CC - Friendly XI,192284,Ley Hill CC - Sunday 1st XI,216373,2,7074455,0.0,R Patel
5,Jamie Valentine,4524064,b,,,Davinder Singh,6641800,0,0,0,9,Ley Hill CC - 2nd XI,119465,Berkhamsted CC - Saturday 4th XI,76555,2,6804661,0.0,J Valentine
9,David Bloomfield,5297643,st,Yusuf Khan,4940735,Jonny Carpenter,5516200,0,0,0,11,Watton-at-Stone CC - 1st XI,159131,Ley Hill CC - 1st XI,54824,2,6803484,0.0,D Bloomfield
